Tag	dynamicColors	mergedColors
GEMIN8	grey	grey
GEN1	cyan	darkgreen
GET1	green	green
GET3	thistle2	salmon4
GET4	thistle1	darkgreen
GFER	lightsteelblue1	lightsteelblue1
GFI1	violet	brown
GFM1	sienna3	darkgreen
GFM2	saddlebrown	darkgreen
GFOD1	brown	brown
GFOD2	tan	darkgreen
GFPT1	cyan	darkgreen
GFPT2	blue	blue
GFRA1	blue	blue
GFRA2	grey	grey
GFRA3	grey	grey
GGA1	grey60	darkgreen
GGA2	skyblue3	darkgreen
GGA3	mediumpurple3	bisque4
GGACT	grey	grey
GGCT	grey	grey
GGCX	turquoise	darkgreen
GGH	yellow	yellow
GGN	darkgrey	darkgrey
GGNBP2	darkturquoise	darkgreen
GGPS1	lightcyan	darkgreen
GGT1	grey	grey
GGT5	blue	blue
GGT6	grey	grey
GGT7	orange	darkgreen
GHDC	darkturquoise	darkgreen
GHITM	grey	grey
GHR	blue	blue
GHRL	grey	grey
GID4	lightyellow	darkgreen
GID8	orange	darkgreen
GIGYF1	turquoise	darkgreen
GIGYF2	turquoise	darkgreen
GIMAP1	brown	brown
GIMAP2	brown	brown
GIMAP4	brown	brown
GIMAP6	brown	brown
GIMAP7	brown	brown
GIMAP8	brown	brown
GIN1	saddlebrown	darkgreen
GINM1	lightcyan1	darkgreen
GINS1	yellow	yellow
GINS2	yellow	yellow
GINS3	yellow	yellow
GINS4	yellow	yellow
GIPC1	salmon4	salmon4
GIPC2	grey	grey
GIPC3	blue	blue
GIT1	turquoise	darkgreen
GIT2	black	darkgreen
GJA1	blue	blue
GJA3	grey	grey
GJA4	grey	grey
GJA5	grey	grey
GJA8	grey	grey
GJB1	grey	grey
GJB2	blue	blue
GJB3	grey	grey
GJB5	grey	grey
GJB6	grey	grey
GJC1	blue	blue
GJC2	grey	grey
GJD3	darkturquoise	darkgreen
GK	brown	brown
GK5	sienna3	darkgreen
GKAP1	midnightblue	darkgreen
GLA	salmon	darkgreen
GLB1	purple	darkgreen
GLB1L	green	green
GLB1L2	yellowgreen	darkgreen
GLCCI1	thistle1	darkgreen
GLCE	darkred	darkgreen
GLDC	grey	grey
GLDN	grey	grey
GLE1	lightgreen	darkgreen
GLG1	tan	darkgreen
GLI1	grey	grey
GLI2	turquoise	darkgreen
GLI3	blue	blue
GLI4	lavenderblush3	lavenderblush3
GLIPR1	brown	brown
GLIPR1L2	green	green
GLIPR2	grey	grey
GLIS1	grey	grey
GLIS2	lightsteelblue1	lightsteelblue1
GLIS3	turquoise	darkgreen
GLMN	turquoise	darkgreen
GLMP	grey	grey
GLO1	magenta	darkgreen
GLOD4	lightyellow	darkgreen
GLOD5	grey	grey
GLRB	blue	blue
GLRX	brown	brown
GLRX2	grey	grey
GLRX3	grey	grey
GLRX5	grey	grey
GLS	grey	grey
GLS2	grey	grey
GLT1D1	grey	grey
GLT8D1	purple	darkgreen
GLT8D2	blue	blue
GLTP	black	darkgreen
GLTPD2	lightyellow	darkgreen
GLUD1	floralwhite	darkgreen
GLUD2	turquoise	darkgreen
GLUL	brown	brown
GLYATL2	grey	grey
GLYCTK	grey	grey
GLYR1	lightsteelblue1	lightsteelblue1
GM2A	brown	brown
GMCL1	cyan	darkgreen
GMDS	grey	grey
GMEB1	pink	darkgreen
GMEB2	orange	darkgreen
GMFB	greenyellow	darkgreen
GMFG	brown	brown
GMIP	salmon4	salmon4
GMNC	green	green
GMNN	magenta	darkgreen
GMPPA	grey	grey
GMPPB	purple	darkgreen
GMPR	grey	grey
GMPR2	turquoise	darkgreen
GMPS	sienna3	darkgreen
GNA11	orangered4	orangered4
GNA12	thistle1	darkgreen
GNA13	bisque4	bisque4
GNA14	blue	blue
GNA15	brown	brown
GNAI1	grey	grey
GNAI2	purple	darkgreen
GNAI3	turquoise	darkgreen
GNAL	blue	blue
GNAO1	grey	grey
GNAQ	midnightblue	darkgreen
GNAS	orange	darkgreen
GNAZ	orange	darkgreen
GNB1	pink	darkgreen
GNB1L	grey	grey
GNB2	grey	grey
GNB3	blue	blue
GNB4	brown	brown
GNB5	ivory	darkgreen
GNE	darkturquoise	darkgreen
GNG10	midnightblue	darkgreen
GNG11	blue	blue
GNG12	brown	brown
GNG13	grey	grey
GNG2	brown	brown
GNG3	grey	grey
GNG4	blue	blue
GNG5	grey	grey
GNG7	grey	grey
GNG8	grey	grey
GNGT1	grey	grey
GNGT2	brown	brown
GNL1	magenta	darkgreen
GNL2	pink	darkgreen
GNL3	purple	darkgreen
GNL3L	salmon	darkgreen
GNLY	violet	brown
GNMT	grey	grey
GNPAT	lightcyan	darkgreen
GNPDA1	plum1	darkgreen
GNPDA2	royalblue	darkgreen
GNPNAT1	greenyellow	darkgreen
GNPTAB	black	darkgreen
GNPTG	lightsteelblue1	lightsteelblue1
GNRH1	red	red
GNRH2	navajowhite2	navajowhite2
GNS	black	darkgreen
GOLGA1	midnightblue	darkgreen
GOLGA2	lightgreen	darkgreen
GOLGA3	black	darkgreen
GOLGA4	purple	darkgreen
GOLGA5	greenyellow	darkgreen
GOLGA6L10	red	red
GOLGA6L9	red	red
GOLGA7	grey	grey
GOLGA7B	grey	grey
GOLGA8A	red	red
GOLGA8B	red	red
GOLGB1	sienna3	darkgreen
GOLIM4	turquoise	darkgreen
GOLM1	midnightblue	darkgreen
GOLPH3	turquoise	darkgreen
GOLPH3L	turquoise	darkgreen
GOLT1A	grey	grey
GOLT1B	brown4	brown4
GON4L	turquoise	darkgreen
GON7	greenyellow	darkgreen
GOPC	lightcyan1	darkgreen
GORAB	lightcyan	darkgreen
GORASP1	purple	darkgreen
GORASP2	steelblue	darkgreen
GOSR1	darkturquoise	darkgreen
GOSR2	darkturquoise	darkgreen
GOT1	grey	grey
GOT2	tan	darkgreen
GP1BA	lightyellow	darkgreen
GP6	grey	grey
GPAA1	lavenderblush3	lavenderblush3
GPALPP1	skyblue	darkgreen
GPAM	floralwhite	darkgreen
GPANK1	magenta	darkgreen
GPAT3	brown	brown
GPAT4	turquoise	darkgreen
GPATCH1	darkgrey	darkgrey
GPATCH11	cyan	darkgreen
GPATCH2	lightcyan	darkgreen
GPATCH2L	greenyellow	darkgreen
GPATCH3	pink	darkgreen
GPATCH4	steelblue	darkgreen
GPATCH8	darkturquoise	darkgreen
GPBAR1	brown	brown
GPBP1	saddlebrown	darkgreen
GPBP1L1	pink	darkgreen
GPC1	blue	blue
GPC2	turquoise	darkgreen
GPC3	grey	grey
GPC4	grey	grey
GPC5	grey	grey
GPC6	blue	blue
GPCPD1	navajowhite2	navajowhite2
GPD1	blue	blue
GPD1L	purple	darkgreen
GPD2	turquoise	darkgreen
GPER1	grey	grey
GPHA2	grey	grey
GPHN	greenyellow	darkgreen
GPI	darkgrey	darkgrey
GPIHBP1	blue	blue
GPKOW	grey	grey
GPLD1	magenta	darkgreen
GPM6A	grey	grey
GPM6B	grey	grey
GPN1	cyan	darkgreen
GPN2	pink	darkgreen
GPN3	black	darkgreen
GPNMB	brown	brown
GPR1	blue	blue
GPR107	lightgreen	darkgreen
GPR108	orangered4	orangered4
GPR12	grey	grey
GPR132	brown	brown
GPR135	green	green
GPR137	darkolivegreen	darkgreen
GPR137B	brown	brown
GPR137C	yellow	yellow
GPR141	brown	brown
GPR143	salmon	darkgreen
GPR146	thistle1	darkgreen
GPR153	pink	darkgreen
GPR155	brown	brown
GPR156	turquoise	darkgreen
GPR157	pink	darkgreen
GPR158	grey	grey
GPR160	grey	grey
GPR161	turquoise	darkgreen
GPR162	green	green
GPR17	grey	grey
GPR171	violet	brown
GPR173	red	red
GPR176	blue	blue
GPR18	brown	brown
GPR180	skyblue	darkgreen
GPR183	brown	brown
GPR19	yellow	yellow
GPR20	turquoise	darkgreen
GPR25	violet	brown
GPR27	grey	grey
GPR3	grey	grey
GPR34	brown	brown
GPR35	red	red
GPR37	grey	grey
GPR37L1	grey	grey
GPR39	grey	grey
GPR4	blue	blue
GPR62	grey	grey
GPR63	grey	grey
GPR65	brown	brown
GPR68	blue	blue
GPR75	turquoise	darkgreen
GPR82	brown	brown
GPR84	brown	brown
GPR87	blue	blue
GPR89A	grey	grey
GPR89B	grey	grey
GPRASP1	blue	blue
GPRASP2	turquoise	darkgreen
GPRC5A	blue	blue
GPRC5B	skyblue3	darkgreen
GPRC5C	grey	grey
GPRC5D	grey	grey
GPRIN1	grey	grey
GPRIN2	grey	grey
GPRIN3	brown	brown
GPS1	mediumpurple3	bisque4
GPS2	lightyellow	darkgreen
GPSM1	lightgreen	darkgreen
GPSM2	yellow	yellow
GPSM3	brown	brown
GPT	lavenderblush3	lavenderblush3
GPT2	tan	darkgreen
GPX3	brown	brown
GPX4	grey	grey
GPX7	grey	grey
GPX8	blue	blue
GRAMD1A	darkgrey	darkgrey
GRAMD1B	grey	grey
GRAMD1C	grey	grey
GRAMD2A	grey	grey
GRAMD2B	grey	grey
GRAMD4	grey60	darkgreen
GRASP	grey	grey
GRB10	turquoise	darkgreen
GRB14	grey	grey
GRB2	mediumpurple3	bisque4
GRB7	grey	grey
GREB1	grey	grey
GREM1	blue	blue
GRHL1	grey	grey
GRHL2	plum2	plum2
GRHL3	grey	grey
GRHPR	darkslateblue	darkslateblue
GRIA2	grey	grey
GRID1	blue	blue
GRID2IP	grey	grey
GRIK3	grey	grey
GRIK4	grey	grey
GRIK5	grey	grey
GRIN2A	grey	grey
GRIN2D	grey	grey
GRIN3B	green	green
GRINA	lavenderblush3	lavenderblush3
GRIP1	turquoise	darkgreen
GRIPAP1	turquoise	darkgreen
GRK2	darkolivegreen	darkgreen
GRK3	brown	brown
GRK4	royalblue	darkgreen
GRK5	blue	blue
GRK6	plum1	darkgreen
GRM4	grey	grey
GRN	brown	brown
GRP	blue	blue
GRPEL1	royalblue	darkgreen
GRPEL2	plum1	darkgreen
GRSF1	royalblue	darkgreen
GRTP1	grey	grey
GRWD1	paleturquoise	paleturquoise
GSAP	grey	grey
GSC	grey	grey
GSDMA	brown	brown
GSDMB	red	red
GSDMC	brown	brown
GSDMD	lavenderblush3	lavenderblush3
GSDME	brown	brown
GSE1	tan	darkgreen
GSK3A	paleturquoise	paleturquoise
GSK3B	sienna3	darkgreen
GSKIP	greenyellow	darkgreen
GSN	lightgreen	darkgreen
GSPT1	skyblue3	darkgreen
GSPT2	grey	grey
GSR	palevioletred3	palevioletred3
GSS	orange	darkgreen
GSTA1	blue	blue
GSTA2	grey	grey
GSTA4	grey	grey
GSTCD	darkgreen	darkgreen
GSTK1	grey	grey
GSTM1	grey	grey
GSTM2	grey	grey
GSTM3	grey	grey
GSTM4	grey	grey
GSTM5	blue	blue
GSTO1	darkorange	darkorange
GSTO2	grey	grey
GSTP1	turquoise	darkgreen
GSTT2B	grey	grey
GSTZ1	grey	grey
GTDC1	grey	grey
GTF2A1	greenyellow	darkgreen
GTF2A2	grey	grey
GTF2B	grey	grey
GTF2E1	sienna3	darkgreen
GTF2E2	palevioletred3	palevioletred3
GTF2F1	orangered4	orangered4
GTF2F2	skyblue	darkgreen
GTF2H1	darkorange2	darkgreen
GTF2H2	grey	grey
GTF2H2C	saddlebrown	darkgreen
GTF2H3	black	darkgreen
GTF2H4	magenta	darkgreen
GTF2H5	lightcyan1	darkgreen
GTF2I	turquoise	darkgreen
GTF2IRD1	turquoise	darkgreen
GTF2IRD2	red	red
GTF2IRD2B	red	red
GTF3A	grey	grey
GTF3C1	skyblue3	darkgreen
GTF3C2	cyan	darkgreen
GTF3C3	steelblue	darkgreen
GTF3C4	lightgreen	darkgreen
GTF3C5	lightgreen	darkgreen
GTF3C6	maroon	darkgreen
GTPBP1	grey60	darkgreen
GTPBP10	turquoise	darkgreen
GTPBP2	magenta	darkgreen
GTPBP3	salmon4	salmon4
GTPBP4	turquoise	darkgreen
GTPBP6	salmon	darkgreen
GTPBP8	sienna3	darkgreen
GTSE1	yellow	yellow
GTSF1	grey	grey
GUCA1B	red	red
GUCD1	grey60	darkgreen
GUCY1A1	blue	blue
GUCY1A2	blue	blue
GUCY1B1	grey	grey
GUF1	royalblue	darkgreen
GUK1	grey	grey
GULP1	grey	grey
GUSB	turquoise	darkgreen
GVQW2	lightcyan1	darkgreen
GVQW3	turquoise	darkgreen
GXYLT1	black	darkgreen
GXYLT2	blue	blue
GYG1	brown	brown
GYG2	salmon	darkgreen
GYPC	brown	brown
GYS1	paleturquoise	paleturquoise
GZF1	navajowhite2	navajowhite2
GZMA	violet	brown
GZMB	violet	brown
GZMH	violet	brown
GZMK	violet	brown
GZMM	violet	brown
H6PD	pink	darkgreen
HAAO	grey	grey
HABP4	midnightblue	darkgreen
HACD1	grey	grey
HACD2	sienna3	darkgreen
HACD3	darkred	darkgreen
HACD4	darkslateblue	darkslateblue
HACE1	maroon	darkgreen
HACL1	purple	darkgreen
HADH	darkgreen	darkgreen
HADHA	cyan	darkgreen
HADHB	cyan	darkgreen
HAGH	lightsteelblue1	lightsteelblue1
HAGHL	green	green
HAL	grey	grey
HAMP	brown	brown
HAND2	blue	blue
HAPLN1	blue	blue
HAPLN3	grey	grey
HARBI1	turquoise	darkgreen
HARS2	plum1	darkgreen
HAS1	blue	blue
HAS2	blue	blue
HAS3	tan	darkgreen
HASPIN	yellow	yellow
HAT1	steelblue	darkgreen
HAUS1	yellow	yellow
HAUS2	ivory	darkgreen
HAUS3	royalblue	darkgreen
HAUS4	turquoise	darkgreen
HAUS5	darkgrey	darkgrey
HAUS6	darkslateblue	darkslateblue
HAUS7	grey	grey
HAUS8	yellow	yellow
HAVCR2	brown	brown
HAX1	grey	grey
HBA1	grey	grey
HBA2	grey	grey
HBB	blue	blue
HBEGF	blue	blue
HBP1	turquoise	darkgreen
HBQ1	grey	grey
HBS1L	lightcyan1	darkgreen
HCAR1	grey	grey
HCAR2	grey	grey
HCCS	salmon	darkgreen
HCFC1	skyblue3	darkgreen
HCFC1R1	lightsteelblue1	lightsteelblue1
HCFC2	black	darkgreen
HCK	brown	brown
HCLS1	brown	brown
HCN2	grey	grey
HCN3	red	red
HCST	brown	brown
HDAC1	pink	darkgreen
HDAC10	grey60	darkgreen
HDAC11	grey	grey
HDAC2	lightcyan1	darkgreen
HDAC3	plum1	darkgreen
HDAC4	turquoise	darkgreen
HDAC5	darkturquoise	darkgreen
HDAC6	turquoise	darkgreen
HDAC7	turquoise	darkgreen
HDAC8	salmon	darkgreen
HDAC9	grey	grey
HDDC2	maroon	darkgreen
HDDC3	darkred	darkgreen
HDGF	yellow	yellow
HDGFL2	orangered4	orangered4
HDGFL3	darkred	darkgreen
HDHD2	honeydew1	darkgreen
HDHD3	midnightblue	darkgreen
HDHD5	grey60	darkgreen
HDLBP	turquoise	darkgreen
HDX	turquoise	darkgreen
HEATR1	lightcyan	darkgreen
HEATR3	tan	darkgreen
HEATR4	turquoise	darkgreen
HEATR5A	greenyellow	darkgreen
HEATR5B	turquoise	darkgreen
HEATR6	bisque4	bisque4
HEBP1	grey	grey
HEBP2	grey	grey
HECA	lightcyan1	darkgreen
HECTD1	greenyellow	darkgreen
HECTD2	floralwhite	darkgreen
HECTD3	pink	darkgreen
HECTD4	black	darkgreen
HECW2	blue	blue
HEG1	blue	blue
HELB	black	darkgreen
HELLS	yellow	yellow
HELQ	darkgreen	darkgreen
HELZ	bisque4	bisque4
HELZ2	darkmagenta	darkmagenta
HEMK1	red	red
HENMT1	grey	grey
HEPH	blue	blue
HERC1	darkred	darkgreen
HERC2	ivory	darkgreen
HERC3	brown	brown
HERC4	turquoise	darkgreen
HERC5	darkmagenta	darkmagenta
HERC6	darkmagenta	darkmagenta
HERPUD1	brown	brown
HERPUD2	thistle1	darkgreen
HES1	grey	grey
HES2	grey	grey
HES4	grey	grey
HES6	grey	grey
HESX1	darkmagenta	darkmagenta
HEXA	brown	brown
HEXB	blue	blue
HEXD	mediumpurple3	bisque4
HEXIM1	darkturquoise	darkgreen
HEXIM2	darkturquoise	darkgreen
HEY1	blue	blue
HEY2	grey	grey
HEYL	blue	blue
HFE	brown	brown
HGD	grey	grey
HGF	brown	brown
HGFAC	red	red
HGH1	lavenderblush3	lavenderblush3
HGS	mediumpurple3	bisque4
HGSNAT	turquoise	darkgreen
HHAT	turquoise	darkgreen
HHEX	brown	brown
HHIPL1	blue	blue
HHLA3	grey	grey
HIBADH	thistle1	darkgreen
HIBCH	steelblue	darkgreen
HIC1	blue	blue
HIC2	grey60	darkgreen
HID1	mediumpurple3	bisque4
HIF1A	greenyellow	darkgreen
HIF1AN	floralwhite	darkgreen
HIF3A	grey	grey
HIGD1A	grey	grey
HIGD1B	blue	blue
HIGD2A	turquoise	darkgreen
HIKESHI	grey	grey
HILPDA	grey	grey
HINFP	yellowgreen	darkgreen
HINT1	turquoise	darkgreen
HINT2	darkslateblue	darkslateblue
HINT3	lightcyan1	darkgreen
HIP1	turquoise	darkgreen
HIP1R	black	darkgreen
HIPK1	turquoise	darkgreen
HIPK2	turquoise	darkgreen
HIPK3	darkorange2	darkgreen
HIRA	grey60	darkgreen
HIRIP3	skyblue3	darkgreen
HIST1H3B	grey	grey
HIST1H3C	grey	grey
HIVEP1	turquoise	darkgreen
HIVEP2	lightcyan1	darkgreen
HIVEP3	brown	brown
HJURP	yellow	yellow
HK1	turquoise	darkgreen
HK2	turquoise	darkgreen
HK3	brown	brown
HKDC1	grey	grey
HLA-A	brown	brown
HLA-B	brown	brown
HLA-C	brown	brown
HLA-DMA	brown	brown
HLA-DMB	brown	brown
HLA-DOA	brown	brown
HLA-DOB	violet	brown
HLA-DPA1	brown	brown
HLA-DPB1	brown	brown
HLA-DQA1	brown	brown
HLA-DQA2	brown	brown
HLA-DQB1	brown	brown
HLA-DQB2	brown	brown
HLA-DRA	brown	brown
HLA-DRB1	brown	brown
HLA-DRB5	brown	brown
HLA-E	brown	brown
HLA-F	brown	brown
HLA-G	darkmagenta	darkmagenta
HLCS	turquoise	darkgreen
HLF	grey	grey
HLTF	sienna3	darkgreen
HLX	blue	blue
HM13	orange	darkgreen
HMBOX1	palevioletred3	palevioletred3
HMBS	yellowgreen	darkgreen
HMCES	sienna3	darkgreen
HMCN1	blue	blue
HMCN2	grey	grey
HMG20A	darkred	darkgreen
HMG20B	orangered4	orangered4
HMGA1	magenta	darkgreen
HMGA2	grey	grey
HMGB1	skyblue	darkgreen
HMGB2	yellow	yellow
HMGB3	yellow	yellow
HMGCL	pink	darkgreen
HMGCR	saddlebrown	darkgreen
HMGCS1	turquoise	darkgreen
HMGCS2	grey	grey
HMGN1	grey	grey
HMGN2	yellow	yellow
HMGN3	grey	grey
HMGN4	magenta	darkgreen
HMGN5	grey	grey
HMGXB3	plum1	darkgreen
HMGXB4	grey60	darkgreen
HMMR	yellow	yellow
HMOX1	brown	brown
HMOX2	lightsteelblue1	lightsteelblue1
HNMT	brown	brown
HNRNPA0	plum1	darkgreen
HNRNPA1	turquoise	darkgreen
HNRNPA1L2	steelblue	darkgreen
HNRNPA1P48	brown	brown
HNRNPA2B1	turquoise	darkgreen
HNRNPA3	turquoise	darkgreen
HNRNPAB	plum1	darkgreen
HNRNPC	turquoise	darkgreen
HNRNPD	turquoise	darkgreen
HNRNPDL	turquoise	darkgreen
HNRNPF	darkred	darkgreen
HNRNPH1	red	red
HNRNPH2	salmon	darkgreen
HNRNPH3	steelblue	darkgreen
HNRNPK	midnightblue	darkgreen
HNRNPL	yellow	yellow
HNRNPLL	cyan	darkgreen
HNRNPM	turquoise	darkgreen
HNRNPR	pink	darkgreen
HNRNPU	lightcyan	darkgreen
HNRNPUL1	paleturquoise	paleturquoise
HNRNPUL2	steelblue	darkgreen
HNRNPUL2-BSCL2	turquoise	darkgreen
HOGA1	grey	grey
HOMER1	saddlebrown	darkgreen
HOMER2	grey	grey
HOMER3	blue	blue
HOMEZ	turquoise	darkgreen
HOOK1	turquoise	darkgreen
HOOK2	thistle2	salmon4
HOOK3	turquoise	darkgreen
HOPX	blue	blue
HOXA1	grey	grey
HOXA10	grey	grey
HOXA2	grey	grey
HOXA3	blue	blue
HOXA4	grey	grey
HOXA5	blue	blue
HOXA6	grey	grey
HOXA7	grey	grey
HOXA9	grey	grey
HOXB2	grey	grey
HOXB3	grey	grey
HOXB4	grey	grey
HOXB5	grey	grey
HOXB6	grey	grey
HOXB7	grey	grey
HOXB8	grey	grey
HOXB9	grey	grey
HOXC10	grey	grey
HOXC4	grey	grey
HOXC5	grey	grey
HOXC6	blue	blue
HOXC8	blue	blue
HOXC9	grey	grey
HOXD1	grey	grey
HOXD10	grey	grey
HOXD3	grey	grey
HOXD4	grey	grey
HOXD8	grey	grey
HOXD9	grey	grey
HP	grey	grey
HP1BP3	pink	darkgreen
HPCA	grey	grey
HPCAL1	grey	grey
HPD	grey	grey
HPDL	grey	grey
HPF1	darkgreen	darkgreen
HPGD	grey	grey
HPGDS	brown	brown
HPN	grey	grey
HPRT1	salmon	darkgreen
HPS1	floralwhite	darkgreen
HPS3	sienna3	darkgreen
HPS4	grey60	darkgreen
HPS5	darkorange2	darkgreen
HPS6	floralwhite	darkgreen
HPSE	brown	brown
HR	grey	grey
HRAS	darkorange2	darkgreen
HRCT1	grey	grey
HRH1	grey	grey
HRH2	brown	brown
HRK	grey	grey
HS1BP3	cyan	darkgreen
HS2ST1	turquoise	darkgreen
HS3ST1	brown	brown
HS3ST2	grey	grey
HS3ST3A1	blue	blue
HS3ST3B1	blue	blue
HS3ST6	grey	grey
HS6ST1	turquoise	darkgreen
HS6ST2	grey	grey
HSBP1	yellow	yellow
HSBP1L1	grey	grey
HSCB	grey	grey
HSD11B1	blue	blue
HSD11B1L	grey	grey
HSD11B2	grey	grey
HSD17B1	grey	grey
HSD17B10	grey	grey
HSD17B11	grey	grey
HSD17B12	darkorange2	darkgreen
HSD17B14	grey	grey
HSD17B3	red	red
HSD17B4	saddlebrown	darkgreen
HSD17B6	blue	blue
HSD17B7	lightcyan	darkgreen
HSD17B8	grey	grey
HSD3B7	grey	grey
HSDL1	tan	darkgreen
HSDL2	midnightblue	darkgreen
HSF1	lavenderblush3	lavenderblush3
HSF2	lightcyan1	darkgreen
HSF2BP	turquoise	darkgreen
HSF4	red	red
HSH2D	darkmagenta	darkmagenta
HSP90AA1	greenyellow	darkgreen
HSP90AB1	magenta	darkgreen
HSP90B1	black	darkgreen
HSPA12A	grey	grey
HSPA12B	blue	blue
HSPA13	sienna3	darkgreen
HSPA14	yellow	yellow
HSPA1A	grey	grey
HSPA1B	grey	grey
HSPA1L	magenta	darkgreen
HSPA2	grey	grey
HSPA4	plum1	darkgreen
HSPA4L	green	green
HSPA5	midnightblue	darkgreen
HSPA6	brown	brown
HSPA8	turquoise	darkgreen
HSPA9	plum1	darkgreen
HSPB1	grey	grey
HSPB11	grey	grey
HSPB2	grey	grey
HSPB6	grey	grey
HSPB7	blue	blue
HSPB8	blue	blue
HSPBAP1	sienna3	darkgreen
HSPBP1	white	paleturquoise
HSPD1	steelblue	darkgreen
HSPE1	brown	brown
HSPG2	turquoise	darkgreen
HSPH1	skyblue	darkgreen
HTATIP2	darkmagenta	darkmagenta
HTATSF1	salmon	darkgreen
HTR2B	blue	blue
HTR3A	grey	grey
HTRA1	blue	blue
HTRA2	cyan	darkgreen
HTRA3	blue	blue
HTT	royalblue	darkgreen
HUNK	midnightblue	darkgreen
HUS1	thistle1	darkgreen
HUWE1	salmon	darkgreen
HVCN1	brown	brown
HYAL1	grey	grey
HYAL2	purple	darkgreen
HYAL3	grey	grey
HYDIN	green	green
HYI	pink	darkgreen
HYKK	grey	grey
HYLS1	yellow	yellow
HYOU1	yellowgreen	darkgreen
HYPK	red	red
IAH1	grey	grey
IARS2	lightcyan	darkgreen
IBA57	turquoise	darkgreen
IBSP	brown	brown
IBTK	maroon	darkgreen
ICA1	thistle1	darkgreen
ICA1L	grey	grey
ICAM1	brown	brown
ICAM2	grey	grey
ICAM3	violet	brown
ICAM5	grey	grey
ICE1	turquoise	darkgreen
ICE2	ivory	darkgreen
ICK	magenta	darkgreen
ICMT	pink	darkgreen
ICOS	violet	brown
ICOSLG	grey	grey
ID1	blue	blue
ID2	blue	blue
ID3	blue	blue
ID4	magenta	darkgreen
IDE	floralwhite	darkgreen
IDH1	grey	grey
IDH2	yellow	yellow
IDH3A	darkred	darkgreen
IDH3B	navajowhite2	navajowhite2
IDH3G	grey	grey
IDI1	yellow	yellow
IDNK	grey	grey
IDO1	brown	brown
IDS	salmon	darkgreen
IDUA	royalblue	darkgreen
IER2	blue	blue
IER3	blue	blue
IER3IP1	honeydew1	darkgreen
IER5	grey	grey
IER5L	grey	grey
IFFO1	brown	brown
IFFO2	lightgreen	darkgreen
IFI16	darkmagenta	darkmagenta
IFI27	darkmagenta	darkmagenta
IFI27L1	grey	grey
IFI27L2	grey	grey
IFI30	brown	brown
IFI35	darkmagenta	darkmagenta
IFI44	darkmagenta	darkmagenta
IFI44L	darkmagenta	darkmagenta
IFI6	darkmagenta	darkmagenta
IFIH1	darkmagenta	darkmagenta
IFIT1	darkmagenta	darkmagenta
IFIT2	darkmagenta	darkmagenta
IFIT3	darkmagenta	darkmagenta
IFIT5	darkmagenta	darkmagenta
IFITM1	darkmagenta	darkmagenta
IFITM10	grey	grey
IFITM2	grey	grey
IFITM3	darkmagenta	darkmagenta
IFITM5	grey	grey
IFNAR1	brown	brown
IFNAR2	brown	brown
IFNGR1	brown	brown
IFNGR2	brown	brown
IFNL1	darkmagenta	darkmagenta
IFNLR1	turquoise	darkgreen
IFRD1	grey	grey
IFRD2	purple	darkgreen
IFT122	turquoise	darkgreen
IFT140	lightsteelblue1	lightsteelblue1
IFT172	red	red
IFT20	grey	grey
IFT22	green	green
IFT27	green	green
IFT43	grey	grey
IFT46	yellowgreen	darkgreen
IFT52	orange	darkgreen
IFT57	sienna3	darkgreen
IFT74	darkslateblue	darkslateblue
IFT80	red	red
IFT81	black	darkgreen
IFT88	skyblue	darkgreen
IGBP1	darkorange	darkorange
IGDCC4	blue	blue
IGF1	blue	blue
IGF1R	turquoise	darkgreen
IGF2	grey	grey
IGF2BP2	grey	grey
IGF2BP3	grey	grey
IGF2R	lightcyan1	darkgreen
IGFALS	grey	grey
IGFBP2	grey	grey
IGFBP3	blue	blue
IGFBP4	blue	blue
IGFBP5	blue	blue
IGFBP6	blue	blue
IGFBP7	blue	blue
IGFBPL1	grey	grey
IGFL1	grey	grey
IGFL2	blue	blue
IGFLR1	violet	brown
IGHMBP2	darkolivegreen	darkgreen
IGIP	grey	grey
IGLL5	violet	brown
IGLON5	blue	blue
IGSF1	grey	grey
IGSF10	grey	grey
IGSF11	grey	grey
IGSF21	brown	brown
IGSF23	grey	grey
IGSF3	turquoise	darkgreen
IGSF6	brown	brown
IGSF8	grey	grey
IGSF9	turquoise	darkgreen
IGSF9B	grey	grey
IK	plum1	darkgreen
IKBIP	blue	blue
IKBKB	turquoise	darkgreen
IKBKE	brown	brown
IKBKG	salmon	darkgreen
IKZF1	brown	brown
IKZF2	turquoise	darkgreen
IKZF3	violet	brown
IKZF4	turquoise	darkgreen
IKZF5	turquoise	darkgreen
IL10	brown	brown
IL10RA	brown	brown
IL10RB	brown	brown
IL11	blue	blue
IL11RA	grey	grey
IL12A	grey	grey
IL12RB1	brown	brown
IL13RA1	salmon	darkgreen
IL13RA2	grey	grey
IL15	violet	brown
IL15RA	brown	brown
IL16	brown	brown
IL17D	grey	grey
IL17RA	brown	brown
IL17RB	purple	darkgreen
IL17RC	purple	darkgreen
IL17RD	turquoise	darkgreen
IL17RE	grey	grey
IL18	brown	brown
IL18BP	brown	brown
IL18R1	blue	blue
IL1A	grey	grey
IL1B	brown	brown
IL1R1	grey	grey
IL1R2	grey	grey
IL1RAP	grey	grey
IL1RL2	grey	grey
IL1RN	brown	brown
IL20RA	grey	grey
IL20RB	grey	grey
IL21R	violet	brown
